"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-16","0.01","82","62"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-17","0.00","86","70"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-18","0.00","88","73"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-19","0.00","90","73"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-20","0.00","93","68"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-21","0.00","80","58"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-22","0.00","82","63"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-23","0.00","87","70"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-24","0.00","72","64"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-25","0.00","78","58"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-26","0.00","77","56"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-27","0.00","76","53"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-28","0.00","72","57"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-29","0.00","82","56"
"USC00310674","BELHAVEN 1 SE, NC US","1978-09-30","0.00","75","48"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-01","0.00","77","55"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-02","0.76","74","59"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-03","0.00","74","53"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-04","0.00","75","56"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-05","0.00","77","58"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-06","0.00","78","62"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-07","0.00","77","48"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-08","0.00","69","43"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-09","0.00","65","38"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-10","0.00","64","40"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-11","0.00","69","43"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-12","0.00","76","50"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-13","0.00","75","52"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-14","0.00","74","55"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-15","0.01","78","49"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-16","0.00","64","39"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-17","0.02","66","44"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-18","0.00","62","42"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-19","0.00","65","42"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-20","0.00","72","47"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-21","0.00","69","40"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-22","0.00","69","42"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-23","0.00","73","44"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-24","0.00","80","46"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-25","0.00","59","40"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-26","0.00","70","44"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-27","0.00","80","53"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-28","0.23","76","56"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-29","0.00","67","58"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-30","0.00","66","55"
"USC00310674","BELHAVEN 1 SE, NC US","1978-10-31","0.05","68","51"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-01","0.00","72","50"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-02","0.00","70","49"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-03","0.00","69","39"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-04","0.07","67","46"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-05","0.08","67","54"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-06","0.00","70","42"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-07","0.00","70","49"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-08","0.13","72","59"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-09","0.59","63","52"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-10","0.09","66","54"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-11","0.08","62","56"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-12","0.00","68","56"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-13","0.00","68","50"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-14","0.00","67","46"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-15","0.00","73","51"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-16","0.00","78","57"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-17","0.00","77","61"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-18","0.03","74","63"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-19","0.00","81","50"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-20","0.00","61","41"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-21","0.00","62","46"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-22","0.00","67","50"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-23","0.04","63","51"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-24","0.19","60","53"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-25","0.00","68","35"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-26","0.00","51","31"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-27","0.00","55","36"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-28","0.23","69","53"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-29","0.00","68","50"
"USC00310674","BELHAVEN 1 SE, NC US","1978-11-30","2.21","59","47"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-01","0.08","52","48"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-02","0.00","55","35"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-03","0.00","60","39"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-04","0.01","69","43"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-05","0.04","79","56"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-06","0.54","67","43"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-07","0.00","61","36"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-08","0.00","64","41"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-09","0.00","78","64"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-10","0.20","80","30"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-11","0.00","42","26"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-12","0.06","46","31"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-13","0.00","51","28"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-14","0.00","57","35"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-15","0.00","47","27"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-16","0.00","54","32"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-17","0.00","60","37"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-18","0.00","51","36"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-19","0.00","51","37"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-20","0.00","49","42"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-21","0.01","65","44"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-22","0.07","65","30"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-23","0.00","50","26"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-24","0.00","54","29"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-25","2.21","62","43"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-26","0.00","55","30"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-27","0.00","59","34"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-28","0.00","46","25"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-29","0.00","38","23"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-30","0.00","44","27"
"USC00310674","BELHAVEN 1 SE, NC US","1978-12-31","0.00","53","31"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-01","0.01","62","44"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-02","0.20","66","53"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-03","2.80","64","21"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-04","0.00","29","16"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-05","0.00","38","22"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-06","0.00","45","29"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-07","0.04","52","35"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-08","0.98","60","48"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-09","0.00","64","26"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-10","0.00","37","20"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-11","0.00","44","23"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-12","0.02","45","30"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-13","1.25","50","35"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-14","0.39","51","45"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-15","0.10","56","28"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-16","0.00","40","25"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-17","0.00","50","28"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-18","0.00","66","34"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-19","0.00","55","21"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-20","0.10","35","24"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-21","0.99","64","32"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-22","0.00","63","38"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-23","0.00","49","27"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-24","0.35","58","30"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-25","0.05","65","29"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-26","0.00","45","33"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-27","0.00","48","29"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-28","0.09","51","33"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-29","0.00","46","35"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-30","0.00","49","29"
"USC00310674","BELHAVEN 1 SE, NC US","1979-01-31","0.00","49","32"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-01","0.01","40","27"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-02","0.00","40","23"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-03","0.00","40","23"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-04","0.00","45","29"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-05","0.00","55","35"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-06","0.00","43","21"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-07","0.48","41","26"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-08","0.03","41","30"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-09","0.00","48","28"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-10","0.20","45","10"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-11","0.00","34","17"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-12","0.00","32","20"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-13","0.00","45","25"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-14","0.00","34","19"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-15","0.00","52","23"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-16","0.00","67","38"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-17","0.00","64","20"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-18","0.00","30","18"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-19","1.18","42","20"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-20","0.00","44","24"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-21","0.00","48","30"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-22","0.05","59","36"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-23","0.00","61","44"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-24","0.41","58","48"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-25","0.71","67","51"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-26","1.40","64","48"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-27","0.00","52","36"
"USC00310674","BELHAVEN 1 SE, NC US","1979-02-28","0.00","52","31"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-01","0.00","55","35"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-02","0.09","63","40"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-03","0.00","63","44"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-04","0.00","62","41"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-05","0.00","68","50"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-06","0.40","66","56"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-07","0.00","61","46"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-08","0.00","59","36"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-09","0.05","57","40"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-10","0.00","62","44"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-11","0.21","71","40"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-12","0.09","51","30"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-13","0.00","58","37"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-14","0.00","68","40"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-15","0.18","70","40"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-16","0.00","51","26"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-17","0.00","50","32"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-18","0.00","61","40"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-19","0.00","68","36"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-20","0.00","63","35"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-21","0.00","64","39"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-22","0.00","65","36"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-23","0.00","65","37"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-24","1.09","66","51"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-25","0.01","70","44"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-26","0.00","65","40"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-27","0.00","58","36"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-28","0.00","64","41"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-29","0.00","64","48"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-30","0.00","80","56"
"USC00310674","BELHAVEN 1 SE, NC US","1979-03-31","0.00","81","57"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-01","0.00","83","60"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-02","0.00","87","61"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-03","0.01","82","63"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-04","1.02","76","51"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-05","0.24","68","54"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-06","0.00","67","45"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-07","0.00","73","36"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-08","0.00","63","45"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-09","0.07","80","56"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-10","0.67","74","43"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-11","0.00","65","42"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-12","0.00","70","50"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-13","0.00","78","64"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-14","1.20","73","52"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-15","0.00","69","49"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-16","0.00","74","44"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-17","0.00","65","42"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-18","0.00","66","41"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-19","0.00","69","42"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-20","0.00","70","43"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-21","0.00","71","42"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-22","0.00","70","56"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-23","0.00","80","62"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-24","0.00","85","62"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-25","0.00","75","59"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-26","0.64","75","63"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-27","0.90","70","64"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-28","0.50","81","59"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-29","0.00","73","53"
"USC00310674","BELHAVEN 1 SE, NC US","1979-04-30","0.00","67","49"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-01","0.00","71","52"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-02","0.00","74","47"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-03","0.00","75","54"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-04","0.00","79","63"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-05","0.52","85","47"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-06","0.00","68","47"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-07","0.00","73","52"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-08","0.00","78","62"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-09","0.00","79","63"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-10","0.00","80","69"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-11","1.76","79","69"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-12","0.12","87","68"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-13","0.11","80","70"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-14","0.65","83","70"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-15","1.07","72","61"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-16","0.00","71","55"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-17","0.00","75","52"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-18","0.00","72","54"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-19","0.53","62","55"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-20","0.05","69","57"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-21","0.14","73","60"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-22","0.10","77","62"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-23","0.77","74","67"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-24","0.11","77","67"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-25","0.46","76","66"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-26","0.00","78","51"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-27","0.00","69","54"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-28","0.03","79","58"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-29","0.10","83","62"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-30","0.21","81","62"
"USC00310674","BELHAVEN 1 SE, NC US","1979-05-31","0.00","82","65"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-01","0.07","86","71"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-02","0.00","85","69"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-03","0.01","83","62"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-04","0.69","80","66"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-05","0.01","71","61"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-06","0.00","82","64"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-07","0.00","83","66"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-08","0.00","84","65"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-09","0.00","83","64"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-10","0.00","86","69"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-11","0.00","85","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-12","0.62","78","53"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-13","0.00","79","58"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-14","0.00","81","59"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-15","0.00","77","57"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-16","0.00","79","64"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-17","0.41","75","64"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-18","0.17","80","60"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-19","0.00","88","64"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-20","0.00","82","56"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-21","0.09","77","61"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-22","0.01","87","67"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-23","0.00","88","68"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-24","0.00","92","72"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-25","1.07","88","59"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-26","0.00","72","52"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-27","0.00","78","61"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-28","0.01","80","61"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-29","0.00","82","59"
"USC00310674","BELHAVEN 1 SE, NC US","1979-06-30","0.00",,
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-01","0.00","83","63"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-02","0.21","85","68"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-03","0.00","86","70"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-04","0.00","86","70"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-05","0.58","90","63"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-06","0.00","81","57"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-07","0.00","81","56"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-08","0.00","78","56"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-09","0.00","83","59"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-10","0.00","83","64"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-11","0.38","82","68"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-12","0.00","87","70"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-13","0.07","92","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-14","0.00","90","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-15","0.00","92","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-16","0.30","87","73"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-17","0.00","89","73"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-18","0.00","90","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-19","0.86","89","71"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-20","0.56","81","71"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-21","0.14","85","73"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-22","0.31","85","71"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-23","0.04","87","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-24","0.00","85","75"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-25","0.04","87","75"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-26","0.00","88","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-27","0.00","90","75"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-28","0.00","91","76"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-29","0.00","91","76"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-30","0.34","93","75"
"USC00310674","BELHAVEN 1 SE, NC US","1979-07-31","0.00",,
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-01","0.00","88","75"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-02","0.00","93","78"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-03","0.20","90","78"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-04","0.00","89","72"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-05","0.00","90","72"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-06","0.00","91","72"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-07","0.00","91","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-08","0.00","90","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-09","0.00","95","75"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-10","0.00","95","77"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-11","0.00","98","77"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-12","0.00","93","76"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-13","0.25","91","62"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-14","0.00","80","63"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-15","0.00","88","67"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-16","0.00","83","56"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-17","0.00","79","54"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-18","0.00","80","56"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-19","0.00","83","62"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-20","0.00","92","70"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-21","0.03","86","69"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-22","0.28","87","67"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-23","0.00","85","69"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-24","0.00","87","72"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-25","0.00","87","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-26","0.00","88","72"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-27","0.05","86","75"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-28","0.04","88","74"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-29","0.07","87","70"
"USC00310674","BELHAVEN 1 SE, NC US","1979-08-30","0.12","87","73"
