"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00310375","GAYLORD BAY, NC US","2013-05-29",,,"0.00",,,"85","67","74"
"USC00310375","GAYLORD BAY, NC US","2013-05-30",,,"0.00",,,"87","66","73"
"USC00310375","GAYLORD BAY, NC US","2013-05-31",,,"0.00",,,"87","70","74"
"USC00310375","GAYLORD BAY, NC US","2013-06-03",,,"0.00",,,"89","70","78"
"USC00310375","GAYLORD BAY, NC US","2013-06-04",,,"2.12",,,,"67","74"
"USC00310375","GAYLORD BAY, NC US","2013-06-05",,,"0.00",,,"81","67","71"
"USC00310375","GAYLORD BAY, NC US","2013-06-06",,,"0.00",,,"79","69","70"
"USC00310375","GAYLORD BAY, NC US","2013-06-07",,,"0.80",,,"79","70","77"
"USC00310375","GAYLORD BAY, NC US","2013-06-10",,,"0.18",,,"88","73","80"
"USC00310375","GAYLORD BAY, NC US","2013-06-11",,,"0.39",,,"86","72","73"
"USC00310375","GAYLORD BAY, NC US","2013-06-12",,,"0.00",,,"87","70","70"
"USC00310375","GAYLORD BAY, NC US","2013-06-13",,,"0.00",,,"91","70","76"
"USC00310375","GAYLORD BAY, NC US","2013-06-14",,,"0.08",,,"98","70","71"
"USC00310375","GAYLORD BAY, NC US","2013-06-18",,,"0.00",,,"88","73","78"
"USC00310375","GAYLORD BAY, NC US","2013-06-19",,,"0.14",,,"87","69","71"
"USC00310375","GAYLORD BAY, NC US","2013-06-20",,,"0.00",,,"81","65","72"
"USC00310375","GAYLORD BAY, NC US","2013-06-21",,,"0.02",,,"81","65","70"
"USC00310375","GAYLORD BAY, NC US","2013-06-24",,,"0.68",,,"84","65","72"
"USC00310375","GAYLORD BAY, NC US","2013-06-25",,,"0.00",,,"88","68","72"
"USC00310375","GAYLORD BAY, NC US","2013-06-26",,,"0.00",,,"88","64","77"
"USC00310375","GAYLORD BAY, NC US","2013-06-27",,,"0.00",,,"91","68","76"
"USC00310375","GAYLORD BAY, NC US","2013-06-28",,,"1.08",,,"90","70","78"
"USC00310375","GAYLORD BAY, NC US","2013-07-01",,,"0.43",,,"84","73","75"
"USC00310375","GAYLORD BAY, NC US","2013-07-02",,,"0.37",,,"81","73","75"
"USC00310375","GAYLORD BAY, NC US","2013-07-03",,,"0.10",,,"88","73","75"
"USC00310375","GAYLORD BAY, NC US","2013-07-05",,,"0.36",,,"89","75","76"
"USC00310375","GAYLORD BAY, NC US","2013-07-08",,,"0.00",,,"90","75","77"
"USC00310375","GAYLORD BAY, NC US","2013-07-09",,,"0.03",,,"90","74","74"
"USC00310375","GAYLORD BAY, NC US","2013-07-10",,,"1.05",,,"90","62","75"
"USC00310375","GAYLORD BAY, NC US","2013-07-11",,,"0.00",,,"88","62","76"
"USC00310375","GAYLORD BAY, NC US","2013-07-12",,,"0.20",,,"90","75","75"
"USC00310375","GAYLORD BAY, NC US","2013-07-15","    3","0.47",,,,"85","75","75"
"USC00310375","GAYLORD BAY, NC US","2013-07-16",,,"0.00",,,"89","74","76"
"USC00310375","GAYLORD BAY, NC US","2013-07-17",,,"0.00",,,"93","76","78"
"USC00310375","GAYLORD BAY, NC US","2013-07-18",,,"0.00",,,"92","76","78"
"USC00310375","GAYLORD BAY, NC US","2013-07-19",,,"0.00",,,"92","76","78"
"USC00310375","GAYLORD BAY, NC US","2013-07-22",,,"0.00",,,"98","79","79"
"USC00310375","GAYLORD BAY, NC US","2013-07-23",,,"0.00",,,"91","76","78"
"USC00310375","GAYLORD BAY, NC US","2013-07-24",,,"0.00",,,"90","75","79"
"USC00310375","GAYLORD BAY, NC US","2013-07-25",,,"0.80",,,"94","72","75"
"USC00310375","GAYLORD BAY, NC US","2013-07-26",,,"0.00",,,"94","71","78"
"USC00310375","GAYLORD BAY, NC US","2013-07-29",,,"0.00",,,"86","73","75"
"USC00310375","GAYLORD BAY, NC US","2013-07-30",,,"0.90",,,"86","71","76"
"USC00310375","GAYLORD BAY, NC US","2013-07-31",,,"0.00",,,"85","70","72"
"USC00310375","GAYLORD BAY, NC US","2013-08-01",,,"0.27","0.0","0.0","85","72","74"
"USC00310375","GAYLORD BAY, NC US","2013-08-02",,,"0.00",,,"86","73","74"
"USC00310375","GAYLORD BAY, NC US","2013-08-05","    3","0.65",,,,"88","73","73"
"USC00310375","GAYLORD BAY, NC US","2013-08-07","    2","0.00",,,,"83","69","77"
"USC00310375","GAYLORD BAY, NC US","2013-08-08",,,"0.00",,,"86","72","76"
"USC00310375","GAYLORD BAY, NC US","2013-08-09",,,"0.10",,,"86","76","79"
"USC00310375","GAYLORD BAY, NC US","2013-08-12","    3","1.00",,,,"92","77","78"
"USC00310375","GAYLORD BAY, NC US","2013-08-13",,,"0.33",,,"90","74","79"
"USC00310375","GAYLORD BAY, NC US","2013-08-14",,,"0.20",,,"89","73","77"
"USC00310375","GAYLORD BAY, NC US","2013-08-15",,,"0.03",,,"78","67","68"
"USC00310375","GAYLORD BAY, NC US","2013-08-16",,,"0.50",,,"75","66","69"
"USC00310375","GAYLORD BAY, NC US","2013-08-19","    3","0.10",,,,"74","73","74"
"USC00310375","GAYLORD BAY, NC US","2013-08-20",,,"0.15",,,"87","67","75"
"USC00310375","GAYLORD BAY, NC US","2013-08-21",,,"0.00",,,"82","74","79"
"USC00310375","GAYLORD BAY, NC US","2013-08-22",,,"0.00",,,"87","72","75"
"USC00310375","GAYLORD BAY, NC US","2013-08-23",,,"0.00",,,"87","71","74"
"USC00310375","GAYLORD BAY, NC US","2013-08-26","    3","0.73",,,,"80","65","66"
"USC00310375","GAYLORD BAY, NC US","2013-08-27",,,"0.00",,,"83","66","70"
"USC00310375","GAYLORD BAY, NC US","2013-08-28",,,"0.00",,,"86","69","74"
"USC00310375","GAYLORD BAY, NC US","2013-08-29",,,"0.08",,,"86","72","78"
"USC00310375","GAYLORD BAY, NC US","2013-08-30",,,"0.04",,,"86","69","76"
"USC00310375","GAYLORD BAY, NC US","2013-09-03","    3","2.23",,,,"78","76","78"
"USC00310375","GAYLORD BAY, NC US","2013-09-04",,,"0.22",,,"88","69","72"
"USC00310375","GAYLORD BAY, NC US","2013-09-05",,,"0.00",,,"83","69","75"
"USC00310375","GAYLORD BAY, NC US","2013-09-06",,,"0.00",,,"89","71","73"
"USC00310375","GAYLORD BAY, NC US","2013-09-09","    3","0.00",,,,"87","68","73"
"USC00310375","GAYLORD BAY, NC US","2013-09-10",,,"0.00",,,"85","73","75"
"USC00310375","GAYLORD BAY, NC US","2013-09-11",,,"0.00",,,"87","72","75"
"USC00310375","GAYLORD BAY, NC US","2013-09-12",,,"0.00",,,"86","71","73"
"USC00310375","GAYLORD BAY, NC US","2013-09-13",,,"0.00",,,"89","71","74"
"USC00310375","GAYLORD BAY, NC US","2013-09-16","    3","0.00",,,,"81","66","74"
"USC00310375","GAYLORD BAY, NC US","2013-09-17",,,"0.06",,,"85","64","65"
"USC00310375","GAYLORD BAY, NC US","2013-09-18",,,"0.00",,,"76","58","61"
"USC00310375","GAYLORD BAY, NC US","2013-09-19",,,"0.00",,,"77","60","67"
"USC00310375","GAYLORD BAY, NC US","2013-09-20",,,"0.00",,,"79","65","70"
"USC00310375","GAYLORD BAY, NC US","2013-09-23","    3","1.20",,,,"71","63","63"
"USC00310375","GAYLORD BAY, NC US","2013-09-24",,,"0.00",,,"72","58","63"
"USC00310375","GAYLORD BAY, NC US","2013-09-25",,,"0.00",,,"74","60","65"
"USC00310375","GAYLORD BAY, NC US","2013-09-26",,,"0.00",,,"72","62","65"
"USC00310375","GAYLORD BAY, NC US","2013-09-27",,,"0.00",,,"78","61","65"
"USC00310375","GAYLORD BAY, NC US","2013-09-30","    3","0.00",,,,"78","60","60"
"USC00310375","GAYLORD BAY, NC US","2013-10-01",,,"0.00",,,"77","59","62"
"USC00310375","GAYLORD BAY, NC US","2013-10-02",,,"0.00",,,"80","62","65"
"USC00310375","GAYLORD BAY, NC US","2013-10-03",,,"0.00",,,"85","64","67"
"USC00310375","GAYLORD BAY, NC US","2013-10-04",,,"0.00",,,"85","67","70"
"USC00310375","GAYLORD BAY, NC US","2013-10-07","    3","0.00",,,,"85","74","74"
"USC00310375","GAYLORD BAY, NC US","2013-10-08",,,"0.10",,,"86","61","62"
"USC00310375","GAYLORD BAY, NC US","2013-10-09",,,"1.00",,,"66","60","66"
"USC00310375","GAYLORD BAY, NC US","2013-10-10",,,"0.40",,,"66","63","65"
"USC00310375","GAYLORD BAY, NC US","2013-10-11",,,"0.12",,,"65","60","61"
"USC00310375","GAYLORD BAY, NC US","2013-10-14","    3","0.01",,,,"80","66","69"
"USC00310375","GAYLORD BAY, NC US","2013-10-15",,,"0.00",,,"71","61","63"
"USC00310375","GAYLORD BAY, NC US","2013-10-16",,,"0.00",,,"71","61","68"
"USC00310375","GAYLORD BAY, NC US","2013-10-17",,,"0.00",,,"72","61","63"
"USC00310375","GAYLORD BAY, NC US","2013-10-18",,,"0.00",,,"78","61","68"
"USC00310375","GAYLORD BAY, NC US","2013-10-21","    3","0.66",,,,"73","56","57"
"USC00310375","GAYLORD BAY, NC US","2013-10-22",,,"0.00",,,"69","56","59"
"USC00310375","GAYLORD BAY, NC US","2013-10-23",,,"0.10",,,"66","58","59"
"USC00310375","GAYLORD BAY, NC US","2013-10-24",,,"0.00",,,"71","47","51"
"USC00310375","GAYLORD BAY, NC US","2013-10-25",,,"0.00",,,"61","45","48"
"USC00310375","GAYLORD BAY, NC US","2013-10-28","    3","0.00",,,,"66","46","54"
"USC00310375","GAYLORD BAY, NC US","2013-10-29",,,"0.00",,,"69","53","56"
"USC00310375","GAYLORD BAY, NC US","2013-10-30",,,"0.00",,,"72","55","58"
"USC00310375","GAYLORD BAY, NC US","2013-10-31",,,"0.00",,,"73","55","60"
"USC00310375","GAYLORD BAY, NC US","2013-11-01",,,"0.00",,,"76","60","71"
"USC00310375","GAYLORD BAY, NC US","2013-11-04","    3","0.95",,,,"63","47","51"
"USC00310375","GAYLORD BAY, NC US","2013-11-05",,,"0.00",,,"59","48","59"
"USC00310375","GAYLORD BAY, NC US","2013-11-06",,,"0.00",,,"69","54","60"
"USC00310375","GAYLORD BAY, NC US","2013-11-07",,,"0.40",,,"69","54","63"
"USC00310375","GAYLORD BAY, NC US","2013-11-08",,,"0.30",,,"71","46","50"
"USC00310375","GAYLORD BAY, NC US","2013-11-11","    3","0.00",,,,"70","48","52"
"USC00310375","GAYLORD BAY, NC US","2013-11-12",,,"0.00",,,"59","45","51"
"USC00310375","GAYLORD BAY, NC US","2013-11-13",,,"0.00",,,"63","33","40"
"USC00310375","GAYLORD BAY, NC US","2013-11-14",,,"0.03",,,"64","31","42"
"USC00310375","GAYLORD BAY, NC US","2013-11-15",,,"0.00",,,"64","35","48"
"USC00310375","GAYLORD BAY, NC US","2013-11-18","    3","0.24",,,,"70","68","70"
"USC00310375","GAYLORD BAY, NC US","2013-11-19",,,"0.00",,,"75","48","54"
"USC00310375","GAYLORD BAY, NC US","2013-11-20",,,"0.00",,,"56","42","48"
"USC00310375","GAYLORD BAY, NC US","2013-11-21",,,"0.05",,,"58","44","53"
"USC00310375","GAYLORD BAY, NC US","2013-11-22",,,"0.01",,,"61","50","57"
"USC00310375","GAYLORD BAY, NC US","2013-11-26","    4","0.00",,,,"44","29","44"
"USC00310375","GAYLORD BAY, NC US","2013-11-27",,,"2.20",,,"71","44","69"
"USC00310375","GAYLORD BAY, NC US","2013-12-03","    6","0.00",,,,"54","39","43"
"USC00310375","GAYLORD BAY, NC US","2013-12-04",,,"0.10",,,"57","41","53"
"USC00310375","GAYLORD BAY, NC US","2013-12-05",,,"0.04",,,"59","41","57"
"USC00310375","GAYLORD BAY, NC US","2013-12-06",,,"0.00",,,"75","55","71"
"USC00310375","GAYLORD BAY, NC US","2013-12-10","    4","0.01",,,,"59","42","54"
"USC00310375","GAYLORD BAY, NC US","2013-12-11",,,"0.18",,,"59","37","41"
"USC00310375","GAYLORD BAY, NC US","2013-12-12",,,"0.00",,,"47","35","40"
"USC00310375","GAYLORD BAY, NC US","2013-12-13",,,"0.00",,,"45","30","36"
"USC00310375","GAYLORD BAY, NC US","2013-12-17","    4","0.00",,,,"55","37","47"
"USC00310375","GAYLORD BAY, NC US","2013-12-18",,,"0.00",,,"64","41","43"
"USC00310375","GAYLORD BAY, NC US","2013-12-19",,,"0.00",,,"49","38","41"
"USC00310375","GAYLORD BAY, NC US","2013-12-20",,,"0.00",,,"61","40","50"
"USC00310375","GAYLORD BAY, NC US","2013-12-27","    7","0.19",,,,"43","36","38"
"USC00310375","GAYLORD BAY, NC US","2013-12-31","    4","0.01",,,,"57","41","42"
"USC00310375","GAYLORD BAY, NC US","2014-01-03","    3","0.72",,,,"51","33","34"
"USC00310375","GAYLORD BAY, NC US","2014-01-07","    4","0.00",,,,"68","15","18"
"USC00310375","GAYLORD BAY, NC US","2014-01-08",,,"0.00",,,"25","15","25"
"USC00310375","GAYLORD BAY, NC US","2014-01-09",,,"0.00",,,"39","24","35"
"USC00310375","GAYLORD BAY, NC US","2014-01-10",,,"0.07",,,"54","32","47"
"USC00310375","GAYLORD BAY, NC US","2014-01-14","    4","0.15",,,,"65","47","57"
"USC00310375","GAYLORD BAY, NC US","2014-01-15",,,"0.56",,,"63","38","41"
"USC00310375","GAYLORD BAY, NC US","2014-01-16",,,"0.00",,,"52","39","42"
"USC00310375","GAYLORD BAY, NC US","2014-01-17",,,"0.00",,,"52","35","39"
"USC00310375","GAYLORD BAY, NC US","2014-01-21","    4","0.00",,,,"62","40","43"
"USC00310375","GAYLORD BAY, NC US","2014-01-22",,,"0.08",,,"65","22","25"
"USC00310375","GAYLORD BAY, NC US","2014-01-23",,,"0.00",,,"29","22","29"
"USC00310375","GAYLORD BAY, NC US","2014-01-24",,,"0.00",,,"37","18","20"
"USC00310375","GAYLORD BAY, NC US","2014-01-27","    3","0.00",,,,"53","31","46"
"USC00310375","GAYLORD BAY, NC US","2014-01-28",,,"0.00",,,"66","29","32"
"USC00310375","GAYLORD BAY, NC US","2014-01-31","    3","0.78",,,,"35","25","35"
"USC00310375","GAYLORD BAY, NC US","2014-02-03","    3","0.22",,,,"65","42","57"
"USC00310375","GAYLORD BAY, NC US","2014-02-04",,,"0.08",,,"74","37","40"
"USC00310375","GAYLORD BAY, NC US","2014-02-05",,,"0.52",,,"46","37","46"
"USC00310375","GAYLORD BAY, NC US","2014-02-06",,,"0.06",,,"48","35","35"
"USC00310375","GAYLORD BAY, NC US","2014-02-07",,,"0.05","0.1",,"40","31","37"
"USC00310375","GAYLORD BAY, NC US","2014-02-10","    3","0.30",,,,"49","31","42"
"USC00310375","GAYLORD BAY, NC US","2014-02-11",,,"0.01",,,"44","31","33"
"USC00310375","GAYLORD BAY, NC US","2014-02-12",,,"0.15",,,"33","26","29"
"USC00310375","GAYLORD BAY, NC US","2014-02-13",,,"0.51",,,"54","28","41"
"USC00310375","GAYLORD BAY, NC US","2014-02-14",,,"0.00",,,"43","35","42"
"USC00310375","GAYLORD BAY, NC US","2014-02-18","    4","0.15",,,,"43","32","38"
"USC00310375","GAYLORD BAY, NC US","2014-02-19",,,"0.72",,,"64","38","53"
"USC00310375","GAYLORD BAY, NC US","2014-02-20",,,"0.10",,,"73","48","51"
"USC00310375","GAYLORD BAY, NC US","2014-02-24","    3","0.30",,,,"66","43","55"
"USC00310375","GAYLORD BAY, NC US","2014-02-25",,,"0.00",,,"61","43","49"
"USC00310375","GAYLORD BAY, NC US","2014-02-26",,,"0.00",,,"57","40","42"
"USC00310375","GAYLORD BAY, NC US","2014-02-27",,,"0.00",,,"42","33","37"
"USC00310375","GAYLORD BAY, NC US","2014-02-28",,,"0.01",,,"56","31","35"
"USC00310375","GAYLORD BAY, NC US","2014-03-02",,,,,,"54","32",
"USC00310375","GAYLORD BAY, NC US","2014-03-03","    3","0.00",,,,"71","40","58"
"USC00310375","GAYLORD BAY, NC US","2014-03-04",,,"0.23",,,"58","24","31"
"USC00310375","GAYLORD BAY, NC US","2014-03-05",,,"0.05",,,"33","26","33"
"USC00310375","GAYLORD BAY, NC US","2014-03-06",,,"0.00",,,"41","32","39"
"USC00310375","GAYLORD BAY, NC US","2014-03-07",,,"1.41",,,"50","37","50"
"USC00310375","GAYLORD BAY, NC US","2014-03-08",,,,,,"54","40",
"USC00310375","GAYLORD BAY, NC US","2014-03-09",,,,,,"64","36",
"USC00310375","GAYLORD BAY, NC US","2014-03-10",,,,,,"67","44",
"USC00310375","GAYLORD BAY, NC US","2014-03-11","    4","0.00",,,,"72","36","54"
"USC00310375","GAYLORD BAY, NC US","2014-03-12",,,"0.00",,,"76","53","63"
"USC00310375","GAYLORD BAY, NC US","2014-03-13",,,"0.12",,,"73","40","40"
"USC00310375","GAYLORD BAY, NC US","2014-03-14",,,"0.00",,,"44","32","37"
"USC00310375","GAYLORD BAY, NC US","2014-03-15",,,,,,"60","32",
"USC00310375","GAYLORD BAY, NC US","2014-03-16",,,,,,"73","50",
"USC00310375","GAYLORD BAY, NC US","2014-03-17","    3","1.00",,,,"58","42","42"
"USC00310375","GAYLORD BAY, NC US","2014-03-18",,,"0.65",,,"42","35","41"
"USC00310375","GAYLORD BAY, NC US","2014-03-19",,,"0.10",,,"46","40","44"
"USC00310375","GAYLORD BAY, NC US","2014-03-20",,,"0.05",,,"53","43","45"
"USC00310375","GAYLORD BAY, NC US","2014-03-21",,,"0.00",,,"67","45","45"
"USC00310375","GAYLORD BAY, NC US","2014-03-22",,,,,,"68","45",
"USC00310375","GAYLORD BAY, NC US","2014-03-23",,,,,,"76","51",
"USC00310375","GAYLORD BAY, NC US","2014-03-24","    3","0.00",,,,"63","35","35"
"USC00310375","GAYLORD BAY, NC US","2014-03-25",,,"0.00",,,"46","35","46"
"USC00310375","GAYLORD BAY, NC US","2014-03-26",,,"0.40",,,"49","33","36"
"USC00310375","GAYLORD BAY, NC US","2014-03-27",,,"0.00",,,"47","34","38"
"USC00310375","GAYLORD BAY, NC US","2014-03-28",,,"0.00",,,"57","37","57"
"USC00310375","GAYLORD BAY, NC US","2014-03-29",,,,,,"72","46",
"USC00310375","GAYLORD BAY, NC US","2014-03-30",,,,,,"70","55",
"USC00310375","GAYLORD BAY, NC US","2014-03-31","    3","0.33",,,,"66","46","50"
"USC00310375","GAYLORD BAY, NC US","2014-04-01",,,"0.00",,,"66","45","50"
"USC00310375","GAYLORD BAY, NC US","2014-04-02",,,"0.00",,,"69","50","58"
"USC00310375","GAYLORD BAY, NC US","2014-04-03",,,"0.00",,,"87","50","59"
"USC00310375","GAYLORD BAY, NC US","2014-04-04",,,"0.00",,,"78","59","64"
"USC00310375","GAYLORD BAY, NC US","2014-04-07","    3","0.01",,,,"61","50","60"
"USC00310375","GAYLORD BAY, NC US","2014-04-08",,,"0.35",,,"76","60","68"
"USC00310375","GAYLORD BAY, NC US","2014-04-09",,,"0.06",,,"72","54","55"
"USC00310375","GAYLORD BAY, NC US","2014-04-10",,,"0.00",,,"68","50","54"
"USC00310375","GAYLORD BAY, NC US","2014-04-11",,,"0.00",,,"75","54","61"
"USC00310375","GAYLORD BAY, NC US","2014-04-14","    3","0.00",,,,"78","61","67"
"USC00310375","GAYLORD BAY, NC US","2014-04-15",,,"0.04",,,"81","66","73"
"USC00310375","GAYLORD BAY, NC US","2014-04-16",,,"1.05",,,"77","37","40"
"USC00310375","GAYLORD BAY, NC US","2014-04-17",,,"0.00",,,"54","38",
"USC00310375","GAYLORD BAY, NC US","2014-04-21","    4","1.74",,,,"56","49","53"
"USC00310375","GAYLORD BAY, NC US","2014-04-22",,,"0.00",,,"70","51","57"
"USC00310375","GAYLORD BAY, NC US","2014-04-23",,,"0.00",,,"82","57","63"
"USC00310375","GAYLORD BAY, NC US","2014-04-24",,,"0.00",,,"72","50","52"
"USC00310375","GAYLORD BAY, NC US","2014-04-25",,,"0.00",,,"69","51","62"
"USC00310375","GAYLORD BAY, NC US","2014-04-28","    3","0.59",,,,"72","59","63"
"USC00310375","GAYLORD BAY, NC US","2014-04-29",,,"0.03",,,"70","58","61"
"USC00310375","GAYLORD BAY, NC US","2014-04-30",,,"0.00",,,"75","59","73"
"USC00310375","GAYLORD BAY, NC US","2014-05-01",,,"1.10",,,"80","65","74"
"USC00310375","GAYLORD BAY, NC US","2014-05-02",,,"0.07",,,"79","62","64"
"USC00310375","GAYLORD BAY, NC US","2014-05-05","    3","0.02",,,,"82","60","62"
"USC00310375","GAYLORD BAY, NC US","2014-05-06",,,"0.00",,,"71","62","68"
"USC00310375","GAYLORD BAY, NC US","2014-05-07",,,"0.00",,,"81","63","65"
"USC00310375","GAYLORD BAY, NC US","2014-05-08",,,"0.00",,,"81","63","69"
"USC00310375","GAYLORD BAY, NC US","2014-05-09",,,"0.00",,,"90","63","70"
"USC00310375","GAYLORD BAY, NC US","2014-05-12","    3","0.00",,,,"84","68","72"
"USC00310375","GAYLORD BAY, NC US","2014-05-13",,,"0.00",,,"85","69","73"
"USC00310375","GAYLORD BAY, NC US","2014-05-14",,,"0.00",,,"92","69","74"
"USC00310375","GAYLORD BAY, NC US","2014-05-15",,,"0.00",,,"88","72","76"
"USC00310375","GAYLORD BAY, NC US","2014-05-16",,,"0.64",,,"86","72","73"
"USC00310375","GAYLORD BAY, NC US","2014-05-19","    3","0.23",,,,"73","58","61"
"USC00310375","GAYLORD BAY, NC US","2014-05-20",,,"0.00",,,"72","54","62"
"USC00310375","GAYLORD BAY, NC US","2014-05-21",,,"0.00",,,"78","62","69"
"USC00310375","GAYLORD BAY, NC US","2014-05-22",,,"0.00",,,"86","67","75"
"USC00310375","GAYLORD BAY, NC US","2014-05-23",,,"0.00",,,"89","69","72"
"USC00310375","GAYLORD BAY, NC US","2014-05-27","    4","0.00",,,,"87","68","75"
"USC00310375","GAYLORD BAY, NC US","2014-05-28",,,"0.05",,,"90","69","74"
"USC00310375","GAYLORD BAY, NC US","2014-05-29",,,"0.05",,,"93","70","71"
"USC00310375","GAYLORD BAY, NC US","2014-05-30",,,"0.00",,,"74","66","71"
"USC00310375","GAYLORD BAY, NC US","2014-06-02","    3","0.02",,,,"76","59","62"
"USC00310375","GAYLORD BAY, NC US","2014-06-03",,,"0.00",,,"77","62","67"
"USC00310375","GAYLORD BAY, NC US","2014-06-04",,,"0.00",,,"87","67","69"
"USC00310375","GAYLORD BAY, NC US","2014-06-05",,,"0.05",,,"92","69","78"
"USC00310375","GAYLORD BAY, NC US","2014-06-06",,,"0.30",,,"91","70","75"
"USC00310375","GAYLORD BAY, NC US","2014-06-09","    3","0.00",,,,"84","70","76"
"USC00310375","GAYLORD BAY, NC US","2014-06-10",,,"0.49",,,"85","70","72"
"USC00310375","GAYLORD BAY, NC US","2014-06-11",,,"0.00",,,"93","70","73"
"USC00310375","GAYLORD BAY, NC US","2014-06-12",,,"1.15",,,"93","70","73"
"USC00310375","GAYLORD BAY, NC US","2014-06-16","    3","0.37",,,,"83","69","76"
"USC00310375","GAYLORD BAY, NC US","2014-06-17",,,"0.00",,,"91","73","73"
"USC00310375","GAYLORD BAY, NC US","2014-06-18",,,"0.00",,,"94","72","76"
"USC00310375","GAYLORD BAY, NC US","2014-06-19",,,"0.00",,,"95","74","79"
"USC00310375","GAYLORD BAY, NC US","2014-06-20",,,"2.20",,,"95","69","76"
"USC00310375","GAYLORD BAY, NC US","2014-06-23","    3","2.20",,,,"82","70","74"
"USC00310375","GAYLORD BAY, NC US","2014-06-24",,,"0.00",,,"83","71","77"
"USC00310375","GAYLORD BAY, NC US","2014-06-25",,,"0.15",,,"86","74","74"
"USC00310375","GAYLORD BAY, NC US","2014-06-26",,,"0.16",,,"89","74","80"
"USC00310375","GAYLORD BAY, NC US","2014-06-27",,,"0.00",,,"92","76","79"
"USC00310375","GAYLORD BAY, NC US","2014-06-30","    3","2.20",,,,"83","71","75"
"USC00310375","GAYLORD BAY, NC US","2014-07-01",,,"0.00",,,"85","72","78"
"USC00310375","GAYLORD BAY, NC US","2014-07-02",,,"0.00",,,"90","76","79"
"USC00310375","GAYLORD BAY, NC US","2014-07-03",,,"0.00",,,"92","78","80"
"USC00310375","GAYLORD BAY, NC US","2014-07-07","    4","2.20",,,,"81","70","75"
"USC00310375","GAYLORD BAY, NC US","2014-07-08",,,"0.00",,,"90","75","79"
"USC00310375","GAYLORD BAY, NC US","2014-07-09",,,"0.00",,,"94","78","78"
"USC00310375","GAYLORD BAY, NC US","2014-07-10",,,"0.10",,,"95","78","81"
"USC00310375","GAYLORD BAY, NC US","2014-07-11",,,"0.37",,,"90","72","76"
"USC00310375","GAYLORD BAY, NC US","2014-07-14","    3","0.00",,,,"91","75","78"
"USC00310375","GAYLORD BAY, NC US","2014-07-15",,,"0.00",,,"94","78","81"
"USC00310375","GAYLORD BAY, NC US","2014-07-16",,,"0.23",,,"91","73","75"
"USC00310375","GAYLORD BAY, NC US","2014-07-17",,,"0.63",,,"80","70","73"
"USC00310375","GAYLORD BAY, NC US","2014-07-18",,,"0.00",,,"84","70","73"
"USC00310375","GAYLORD BAY, NC US","2014-07-21","    3","0.00",,,,"86","74","80"
"USC00310375","GAYLORD BAY, NC US","2014-07-22",,,"0.10",,,"82","75","77"
"USC00310375","GAYLORD BAY, NC US","2014-07-23",,,"0.02",,,"84","75","77"
"USC00310375","GAYLORD BAY, NC US","2014-07-24",,,"1.35",,,"89","76","78"
"USC00310375","GAYLORD BAY, NC US","2014-07-25",,,"0.85",,,"89","69","73"
"USC00310375","GAYLORD BAY, NC US","2014-07-28","    3","0.15",,,,"89","74","81"
"USC00310375","GAYLORD BAY, NC US","2014-07-29",,,"0.00",,,"91","71","75"
"USC00310375","GAYLORD BAY, NC US","2014-07-30",,,"0.00",,,"84","70","71"
"USC00310375","GAYLORD BAY, NC US","2014-07-31",,,"0.00",,,"83","71","76"
"USC00310375","GAYLORD BAY, NC US","2014-08-01",,,"0.00",,,"84","75","75"
"USC00310375","GAYLORD BAY, NC US","2014-08-04","    3","3.03",,,,"74","71","73"
"USC00310375","GAYLORD BAY, NC US","2014-08-06","    2","0.00",,,,"85","71","76"
"USC00310375","GAYLORD BAY, NC US","2014-08-07",,,"0.00",,,"90","71","81"
"USC00310375","GAYLORD BAY, NC US","2014-08-08",,,"0.06",,,"86","71","75"
"USC00310375","GAYLORD BAY, NC US","2014-08-11","    3","0.25",,,,"82","74","77"
"USC00310375","GAYLORD BAY, NC US","2014-08-12",,,"0.00",,,"82","76","79"
"USC00310375","GAYLORD BAY, NC US","2014-08-14","    2","0.00",,,,"89","68","68"
"USC00310375","GAYLORD BAY, NC US","2014-08-15",,,"0.00",,,"84","68","72"
"USC00310375","GAYLORD BAY, NC US","2014-08-18","    3","0.00",,,,"91","75","79"
"USC00310375","GAYLORD BAY, NC US","2014-08-19",,,"1.95",,,"92","71","76"
"USC00310375","GAYLORD BAY, NC US","2014-08-20",,,"0.00",,,"87","73","77"
"USC00310375","GAYLORD BAY, NC US","2014-08-21",,,"0.00",,,"88","74","79"
"USC00310375","GAYLORD BAY, NC US","2014-08-22",,,"0.00",,,"93","76","79"
"USC00310375","GAYLORD BAY, NC US","2014-08-25","    3","0.11",,,,"81","66","71"
"USC00310375","GAYLORD BAY, NC US","2014-08-26",,,"0.00",,,"81","67","72"
"USC00310375","GAYLORD BAY, NC US","2014-08-27",,,"0.00",,,"83","69","74"
"USC00310375","GAYLORD BAY, NC US","2014-08-28",,,"0.00",,,"87","67","71"
"USC00310375","GAYLORD BAY, NC US","2014-08-29",,,"0.00",,,"91","67","77"
"USC00310375","GAYLORD BAY, NC US","2014-09-02","    4","0.00",,,,"94","77","81"
"USC00310375","GAYLORD BAY, NC US","2014-09-03",,,"0.00",,,"96","77","79"
